"Index", "Height(Inches)", "Weight(Pounds)"
4343, 67.33679, 112.8553
4344, 73.52131, 168.881
4345, 67.45857, 131.4655
4346, 68.65576, 121.3053
4347, 68.77267, 126.5212
4348, 67.03704, 125.3926
4349, 66.86733, 114.7951
4350, 67.01919, 134.5043
4351, 68.52514, 133.6321
4352, 67.69771, 121.778
4353, 68.43487, 126.847
4354, 67.71514, 128.0152
4355, 70.39987, 113.918
4356, 68.44396, 134.0367
4357, 66.80834, 131.6397
4358, 67.35984, 126.8163
4359, 67.79903, 131.89
4360, 64.83853, 115.6714
4361, 69.57892, 126.2769
4362, 64.85426, 102.1079
4363, 69.318, 139.4982
4364, 69.58868, 151.474
4365, 66.52781, 122.1092
4366, 67.93528, 125.7438
4367, 66.39941, 123.1702
4368, 68.28614, 136.4907
4369, 68.17646, 116.4352
4370, 65.36868, 117.4086
4371, 67.96446, 112.4388
4372, 69.02437, 139.9596
4373, 68.08001, 121.2457
4374, 67.68973, 128.3855
4375, 67.05199, 120.0329
4376, 65.62946, 109.3694
4377, 64.31704, 129.4821
4378, 69.08279, 152.901
4379, 66.7653, 136.5692
4380, 72.77662, 133.6427
4381, 66.97685, 137.0715
4382, 70.10322, 124.931
4383, 68.92731, 131.7141
4384, 65.24486, 119.642
4385, 68.7959, 131.2416
4386, 69.0613, 119.2979
4387, 67.39122, 115.0093
4388, 63.14333, 122.7882
4389, 68.43035, 124.8597
4390, 65.72614, 98.39409
4391, 66.71343, 124.0144
4392, 68.2317, 124.296
4393, 67.07728, 124.0139
4394, 68.10745, 132.0081
4395, 67.23206, 134.8625
4396, 69.76432, 136.0319
4397, 66.65442, 127.9094
4398, 67.20022, 136.8048
4399, 71.20749, 138.9045
4400, 71.64258, 154.3787
4401, 68.09536, 139.4726
4402, 68.11601, 138.099
4403, 69.57164, 133.752
4404, 67.897, 123.706
4405, 68.92362, 133.4767
4406, 68.85579, 129.4416
4407, 66.93016, 145.6689
4408, 71.03782, 126.1809
4409, 66.94058, 121.4461
4410, 69.32304, 142.2131
4411, 67.21622, 119.7238
4412, 64.26905, 106.7157
4413, 67.43203, 130.1147
4414, 68.98981, 138.5589
4415, 67.38395, 120.821
4416, 67.72313, 112.5397
4417, 67.79721, 127.7983
4418, 67.98674, 133.9054
4419, 66.87883, 99.56439
4420, 69.75841, 122.1663
4421, 67.87888, 131.3067
4422, 69.23586, 143.7584
4423, 68.7266, 151.6764
4424, 67.19957, 115.6396
4425, 66.58109, 107.1456
4426, 68.82634, 150.2899
4427, 67.67068, 118.7544
4428, 64.81833, 108.9651
4429, 68.88452, 136.5556
4430, 65.39146, 124.8106
4431, 69.91503, 119.8377
4432, 63.54206, 99.76986
4433, 70.13123, 148.4142
4434, 67.05703, 133.3179
4435, 69.45941, 135.9285
4436, 66.94935, 128.028
4437, 67.81851, 122.8946
4438, 63.65292, 127.5172
4439, 67.11763, 127.4499
4440, 68.64794, 136.7766
4441, 69.3026, 132.8961
4442, 68.60861, 122.4088
4443, 66.80109, 113.3951
4444, 70.87196, 115.3527
4445, 67.90794, 136.4296
4446, 64.88167, 131.3802
4447, 70.78203, 151.4922
4448, 70.35834, 112.2811
4449, 66.99549, 129.9559
4450, 68.83182, 116.898
4451, 67.33693, 124.2691
4452, 68.98465, 127.9153
4453, 67.60913, 139.9747
4454, 65.38645, 117.6032
4455, 68.16769, 133.1749
4456, 68.17351, 119.293
4457, 69.88287, 122.8937
4458, 67.58588, 123.5244
4459, 68.5846, 131.1773
4460, 67.00383, 95.88791
4461, 69.99553, 158.3578
4462, 72.53259, 133.576
4463, 65.08427, 135.3471
4464, 66.11127, 128.7408
4465, 69.9046, 129.0113
4466, 67.97472, 118.2064
4467, 66.82932, 136.9731
4468, 69.3533, 134.4424
4469, 71.39534, 124.8929
4470, 66.59922, 136.3075
4471, 69.40189, 120.8579
4472, 70.27495, 135.9954
4473, 67.31858, 124.6169
4474, 71.45173, 131.5614
4475, 68.83931, 157.078
4476, 68.99723, 124.6289
4477, 67.73454, 132.1244
4478, 64.8353, 118.2692
4479, 70.74426, 139.9319
4480, 72.26598, 149.2389
4481, 64.72663, 126.0976
4482, 67.5752, 119.6545
4483, 69.51645, 140.2187
4484, 70.48831, 111.7304
4485, 69.32666, 128.4377
4486, 68.52587, 109.5741
4487, 73.16001, 135.1826
4488, 64.28542, 119.4849
4489, 66.65608, 135.1861
4490, 64.71064, 111.5654
4491, 62.99042, 115.6669
4492, 68.70787, 123.0031
4493, 68.12126, 126.6086
4494, 66.77899, 122.0006
4495, 68.23149, 119.6607
4496, 68.42894, 122.0538
4497, 64.0197, 127.9519
4498, 71.09565, 117.1362
4499, 69.87248, 147.2908
4500, 66.51831, 125.4061
4501, 68.57445, 123.3187
4502, 67.46212, 139.4874
4503, 69.61527, 137.9174
4504, 66.86386, 119.266
4505, 66.18998, 115.9555
4506, 69.7905, 130.5095
4507, 70.21174, 131.2829
4508, 71.14846, 130.8226
4509, 74.28376, 147.7877
4510, 64.48835, 102.7518
4511, 65.97201, 124.009
4512, 66.51754, 134.4456
4513, 67.83224, 125.095
4514, 68.7614, 138.5499
4515, 70.18641, 134.395
4516, 65.12676, 118.875
4517, 71.25743, 136.5501
4518, 67.75602, 127.7343
4519, 67.80062, 120.5416
4520, 66.71286, 137.1043
4521, 65.9331, 119.1788
4522, 70.75201, 124.9258
4523, 64.36337, 100.9973
4524, 66.51439, 111.0706
4525, 69.03382, 143.6707
4526, 65.454, 124.8217
4527, 68.82248, 136.6368
4528, 69.35365, 136.1504
4529, 68.4663, 126.8492
4530, 69.50765, 133.1992
4531, 67.68823, 138.961
4532, 69.41031, 136.4148
4533, 69.67469, 118.0784
4534, 68.04007, 149.4074
4535, 65.16827, 124.2854
4536, 66.15991, 131.0075
4537, 65.87678, 122.0955
4538, 66.73303, 125.1468
4539, 66.77722, 107.7781
4540, 67.93868, 131.2999
4541, 67.48863, 128.1304
4542, 70.19163, 111.1449
4543, 66.40732, 111.0917
4544, 68.05629, 115.4242
4545, 65.52001, 132.1594
4546, 65.64331, 121.3271
4547, 65.63637, 136.2254
4548, 67.70932, 115.7406
4549, 67.49917, 133.5066
4550, 66.29127, 127.8453
4551, 69.74138, 142.3054
4552, 63.45437, 106.2611
4553, 69.46406, 134.3778
4554, 68.05326, 120.6881
4555, 67.07399, 139.5754
4556, 65.59536, 124.4232
4557, 70.01907, 122.7936
4558, 67.13432, 122.1132
4559, 69.95471, 139.8142
4560, 68.31764, 130.2584
4561, 67.93284, 111.6216
4562, 68.37831, 109.8238
4563, 69.38169, 138.2864
4564, 67.83912, 121.4831
4565, 66.76314, 120.3041
4566, 69.13398, 124.0916
4567, 65.58554, 119.738
4568, 67.12002, 132.4267
4569, 68.20826, 126.163
4570, 69.83352, 124.5901
4571, 68.52243, 129.9774
4572, 66.61883, 114.8356
4573, 67.03413, 123.505
4574, 68.58395, 124.7217
4575, 68.48187, 126.5771
4576, 68.22285, 143.9747
4577, 70.11615, 127.6471
4578, 64.31068, 119.6461
4579, 68.91069, 103.7011
4580, 68.01192, 140.6438
4581, 68.44067, 130.1721
4582, 69.5139, 132.2547
4583, 69.20247, 118.3357
4584, 66.04611, 107.3271
4585, 66.015, 134.3205
4586, 69.00199, 128.0736
4587, 69.61754, 143.0774
4588, 69.41293, 127.4879
4589, 68.42341, 117.5081
4590, 68.59122, 132.3095
4591, 70.47426, 126.1309
4592, 70.13001, 138.7704
4593, 69.01521, 128.4133
4594, 70.97422, 129.5877
4595, 69.42301, 116.2255
4596, 66.84684, 111.121
4597, 68.37668, 118.7218
4598, 67.80923, 131.6974
4599, 66.4699, 141.4318
4600, 70.23437, 138.4311
4601, 70.16075, 139.4051
4602, 66.23907, 109.824
4603, 68.76154, 125.4809
4604, 64.64843, 122.8828
4605, 69.51686, 150.847
4606, 67.7263, 128.1654
4607, 68.53926, 121.0356
4608, 68.16448, 137.2303
4609, 70.16738, 131.504
4610, 66.92499, 127.9481
4611, 67.18215, 127.5982
4612, 65.35392, 125.9641
4613, 67.71159, 128.942
4614, 69.35197, 123.6344
4615, 67.54023, 132.426
4616, 68.43556, 122.0015
4617, 66.50187, 130.4876
4618, 68.9358, 127.2358
4619, 65.99168, 119.7409
4620, 69.45486, 140.6464
4621, 66.9045, 137.6207
4622, 67.63969, 118.1787
4623, 66.1437, 128.4443
4624, 67.59159, 134.3476
4625, 71.78019, 166.3016
4626, 69.44107, 123.4122
4627, 71.98935, 142.7132
4628, 70.15393, 123.8781
4629, 70.10971, 126.9465
4630, 66.68738, 117.3343
4631, 70.49701, 137.1545
4632, 65.43499, 105.8885
4633, 69.52902, 123.5902
4634, 66.08382, 128.3405
4635, 67.53462, 122.189
4636, 66.70738, 119.1554
4637, 67.68437, 127.9357
4638, 64.9133, 117.8536
4639, 66.99054, 114.2598
4640, 66.90392, 124.3436
4641, 68.30928, 121.873
4642, 67.78254, 107.1698
4643, 66.67402, 105.6942
4644, 68.02345, 105.9209
4645, 66.26386, 110.0377
4646, 68.65872, 126.4691
4647, 68.8758, 133.5623
4648, 70.66494, 110.5288
4649, 67.46764, 142.8422
4650, 66.86561, 131.3179
4651, 68.07938, 142.0148
4652, 66.97214, 105.1855
4653, 67.09087, 119.0616
4654, 66.25477, 131.6159
4655, 68.48544, 123.1869
4656, 67.56328, 114.1342
4657, 67.94652, 127.8594
4658, 67.63842, 123.8136
4659, 69.49172, 139.1029
4660, 69.35023, 117.3644
4661, 68.48414, 155.8502
4662, 67.34242, 133.4692
4663, 63.7973, 128.2173
4664, 66.47145, 128.9056
4665, 68.39396, 145.1997
4666, 67.86356, 117.7852
4667, 69.62777, 129.2314
4668, 65.50648, 110.3151
4669, 72.72292, 145.1721
4670, 70.14217, 132.9902
4671, 68.78695, 121.1068
4672, 68.67806, 137.4109
4673, 71.31953, 141.1587
4674, 67.84642, 137.6199
4675, 68.40321, 111.129
4676, 65.63922, 129.8425
4677, 70.43045, 130.4964
4678, 68.00444, 124.4823
4679, 67.39155, 138.9571
4680, 68.0015, 136.2141
4681, 69.24153, 131.2422
4682, 68.36251, 106.3978
4683, 68.48326, 124.4191
4684, 63.36476, 110.7614
4685, 64.47663, 125.7709
4686, 65.29852, 114.0163
4687, 66.60327, 135.8777
4688, 71.58316, 133.3415
4689, 69.32199, 138.8873
4690, 69.28785, 132.6007
4691, 65.72065, 123.9237
4692, 70.17847, 127.4536
4693, 67.75328, 148.2412
4694, 68.02834, 122.158
4695, 67.12107, 119.7528
4696, 69.66713, 117.5732
4697, 69.00275, 125.9822
4698, 65.31244, 137.7114
4699, 67.28896, 108.2831
4700, 68.80003, 133.9222
4701, 68.98651, 128.5798
4702, 67.06068, 136.4265
4703, 68.05695, 128.2201
4704, 66.84523, 112.124
4705, 68.59912, 135.1695
4706, 67.74997, 127.2095
4707, 67.38104, 119.7502
4708, 69.44609, 119.5742
4709, 66.16242, 137.4896
4710, 68.41685, 129.0061
4711, 71.03861, 147.6293
4712, 66.91687, 126.9994
4713, 68.77967, 110.6833
4714, 69.49877, 137.0191
4715, 65.22814, 125.0944
4716, 66.60077, 142.9751
4717, 69.16164, 129.2245
4718, 67.09027, 142.6689
4719, 67.51801, 133.2004
4720, 63.13165, 135.8015
4721, 73.45251, 155.9981
4722, 63.47897, 110.1628
4723, 67.17019, 137.8439
4724, 66.73316, 121.0711
4725, 67.93199, 115.9738
4726, 70.64087, 129.3937
4727, 65.33506, 111.071
4728, 66.92901, 111.5159
4729, 71.16317, 144.9723
4730, 68.19393, 123.3543
4731, 68.17463, 127.3197
4732, 65.15114, 111.6275
4733, 66.95485, 123.4444
4734, 68.71217, 116.1338
4735, 66.21228, 106.3145
4736, 68.06876, 129.3926
4737, 70.20125, 145.3962
4738, 67.33368, 130.253
4739, 67.63632, 144.0878
4740, 66.23692, 122.5351
4741, 67.59318, 133.0454
4742, 67.82746, 107.4374
4743, 71.17149, 149.076
4744, 64.72317, 116.8801
4745, 63.55844, 103.049
4746, 69.71436, 117.5245
4747, 68.3598, 130.8889
4748, 68.51115, 143.0422
4749, 66.59144, 105.2595
4750, 68.90018, 120.1055
4751, 68.62103, 143.016
4752, 67.84607, 126.8695
4753, 68.54416, 138.9043
4754, 66.54197, 121.5207
4755, 70.09349, 131.7383
4756, 68.07186, 120.9546
4757, 69.12659, 138.612
4758, 70.69432, 147.3622
4759, 68.92726, 130.0261
4760, 67.10353, 124.1674
4761, 68.07727, 143.489
4762, 65.82037, 123.8217
4763, 68.89326, 130.7247
4764, 66.85902, 123.2355
4765, 69.44484, 114.1544
4766, 68.71047, 153.0572
4767, 69.65196, 126.5914
4768, 66.28558, 120.8002
4769, 69.30112, 129.099
4770, 70.5502, 145.7179
4771, 67.09825, 121.1429
4772, 66.43672, 119.0362
4773, 68.01988, 134.8026
4774, 65.04188, 132.806
4775, 69.12072, 127.696
4776, 66.70731, 131.1142
4777, 71.77408, 129.1887
4778, 68.2889, 114.3058
4779, 64.9734, 114.0111
4780, 71.4599, 141.1522
4781, 65.03556, 113.4672
4782, 69.05564, 136.4157
4783, 70.76986, 134.7036
4784, 67.74608, 129.3842
4785, 65.393, 97.8247
4786, 68.01276, 130.7321
4787, 70.21576, 146.9626
4788, 69.68073, 139.0045
4789, 67.54382, 126.4992
4790, 70.15526, 138.6155
4791, 68.40203, 123.6083
4792, 65.77722, 132.5113
4793, 66.97553, 125.2087
4794, 69.02762, 116.7207
4795, 68.43486, 140.1941
4796, 68.55513, 115.1087
4797, 69.0732, 129.883
4798, 68.09033, 124.4072
4799, 69.05185, 127.8751
4800, 66.95318, 118.9592
4801, 69.27087, 136.2203
4802, 64.46096, 114.2431
4803, 64.9549, 111.1484
4804, 66.87663, 134.4741
4805, 68.23273, 125.8111
4806, 69.044, 137.9178
4807, 69.87691, 109.3782
4808, 66.17919, 115.505
4809, 65.71652, 120.607
4810, 65.66691, 130.3822
4811, 70.42201, 130.8399
4812, 68.53986, 141.4287
4813, 67.62274, 113.1045
4814, 69.96111, 120.7486
4815, 65.83646, 111.1042
4816, 68.88975, 136.915
4817, 66.11515, 125.3766
4818, 68.70642, 132.7497
4819, 65.79474, 118.1206
4820, 68.52388, 129.7188
4821, 70.82503, 138.2801
4822, 69.38767, 127.8541
4823, 64.99997, 106.3608
4824, 67.55168, 118.5889
4825, 67.1831, 117.5862
4826, 68.17915, 133.4329
4827, 69.20783, 120.0598
4828, 69.94376, 124.5943
4829, 64.18266, 118.6707
4830, 68.05417, 135.4153
4831, 66.24238, 121.9611
4832, 69.33374, 133.7451
4833, 67.55372, 118.1307
4834, 67.24855, 128.5772
4835, 66.37183, 124.8378
4836, 66.21681, 135.8262
4837, 68.48138, 115.2564
4838, 65.99503, 146.0235
4839, 68.20817, 143.0554
4840, 64.83886, 120.4189
4841, 69.47052, 136.1018
4842, 70.66531, 135.2724
4843, 65.31799, 113.9184
4844, 73.62592, 144.2733
4845, 65.64183, 139.218
4846, 66.1763, 137.8042
4847, 68.20944, 123.0101
4848, 67.33013, 126.067
4849, 70.70642, 148.5372
4850, 69.27187, 110.7831
4851, 66.49201, 120.029
4852, 63.73844, 122.7468
4853, 68.73929, 128.6261
4854, 65.95611, 120.8344
4855, 68.2791, 125.4675
4856, 66.29813, 127.7337
4857, 67.26906, 132.8131
4858, 70.01685, 141.7715
4859, 66.99124, 121.3387
4860, 63.33461, 116.4184
4861, 66.48133, 114.4604
4862, 66.96424, 126.3607
4863, 67.76229, 129.6594
4864, 68.64237, 128.845
4865, 70.16208, 141.6777
4866, 70.96379, 140.0763
4867, 69.50635, 126.771
4868, 63.75673, 104.9152
4869, 67.97424, 152.1104
4870, 66.1089, 119.3998
4871, 63.30114, 102.7788
4872, 68.76435, 104.4743
4873, 67.68224, 122.9173
4874, 71.11972, 130.0384
4875, 68.865, 121.9668
4876, 70.02623, 131.5675
4877, 65.6918, 107.2827
4878, 63.3557, 117.6886
4879, 66.86873, 143.4791
4880, 63.65356, 102.6027
4881, 65.50331, 116.8988
4882, 68.61979, 123.9844
4883, 71.06865, 136.2899
4884, 67.90434, 123.2082
4885, 69.04428, 144.3998
4886, 68.23808, 145.3389
4887, 67.60055, 119.9359
4888, 68.72349, 131.6298
4889, 69.72755, 133.7225
4890, 67.39229, 146.2703
4891, 67.19624, 119.8227
4892, 65.56913, 107.9515
4893, 65.93896, 109.1714
4894, 68.3392, 134.1385
4895, 66.37854, 130.6212
4896, 68.06195, 116.0239
4897, 72.14804, 134.4365
4898, 66.3, 134.8203
4899, 70.52384, 116.5449
4900, 65.956, 126.3619
4901, 69.77937, 127.6585
4902, 68.01271, 125.5257
4903, 71.04627, 134.624
4904, 70.30748, 129.3855
4905, 69.8685, 127.9899
4906, 68.55351, 119.5254
4907, 68.04279, 111.4427
4908, 68.32377, 143.6406
4909, 68.43992, 124.9
4910, 69.70106, 125.39
4911, 69.86274, 126.7733
4912, 65.28588, 120.2017
4913, 68.23316, 120.3497
4914, 67.56772, 130.5236
4915, 67.92319, 137.9222
4916, 65.9763, 118.559
4917, 66.72703, 126.2936
4918, 67.16036, 135.8841
4919, 67.7804, 122.1423
4920, 64.55365, 106.3292
4921, 67.47804, 131.5261
4922, 67.29005, 122.7303
4923, 66.84522, 114.8025
4924, 63.83743, 120.2347
4925, 64.04876, 122.1794
4926, 69.05705, 145.6834
4927, 66.07726, 117.709
4928, 69.83849, 131.9638
4929, 70.33978, 128.3473
4930, 67.88517, 132.8351
4931, 66.30635, 120.4227
4932, 70.70419, 127.4847
4933, 64.63844, 111.2536
4934, 67.37468, 118.4249
4935, 67.32338, 132.2462
4936, 68.79557, 137.0621
4937, 69.49827, 130.716
4938, 69.18297, 133.2681
4939, 68.05335, 120.2172
4940, 65.60027, 124.9529
4941, 69.84728, 135.0017
4942, 71.20265, 155.3163
4943, 66.1002, 114.3986
4944, 68.91567, 143.1158
4945, 65.88189, 111.2503
4946, 67.45521, 121.8782
4947, 67.21505, 122.1602
4948, 65.97609, 124.7486
4949, 67.96746, 130.7902
4950, 66.85926, 128.0209
4951, 67.62991, 120.2907
4952, 67.1994, 125.7923
4953, 65.68971, 131.2235
4954, 68.65173, 131.3886
4955, 68.37333, 126.8527
4956, 66.48906, 112.4772
4957, 66.03608, 126.3124
4958, 67.01056, 118.5625
4959, 67.52148, 141.824
4960, 68.94504, 135.164
4961, 65.95216, 138.0343
4962, 68.70893, 111.9057
4963, 64.0908, 109.4352
4964, 66.00548, 106.1651
4965, 70.50014, 138.7377
4966, 69.06617, 138.8835
4967, 67.20849, 131.6754
4968, 68.71365, 133.501
4969, 70.4988, 123.6003
4970, 70.09293, 120.5015
4971, 67.10959, 127.9008
4972, 67.94613, 108.2182
4973, 69.9019, 132.8392
4974, 68.45258, 112.1406
4975, 69.5192, 131.5346
4976, 65.52153, 124.897
4977, 67.62906, 115.9246
4978, 69.24378, 138.2668
4979, 68.39542, 131.5288
4980, 64.77157, 110.1024
4981, 70.23436, 137.102
4982, 65.18062, 109.788
4983, 66.20453, 112.9286
4984, 70.60819, 148.2754
4985, 65.64079, 119.3393
4986, 69.72804, 141.9129
4987, 67.49767, 139.6238
4988, 69.18779, 119.7962
4989, 66.83553, 115.7201
4990, 67.17618, 121.334
4991, 68.75179, 159.3608
4992, 66.51066, 133.2151
4993, 67.34769, 141.3034
4994, 71.80087, 129.831
4995, 67.69782, 120.7103
4996, 69.0048, 141.5982
4997, 69.06523, 125.8677
4998, 65.88747, 112.3178
4999, 65.84895, 118.9697
5000, 67.18311, 112.7574
5001, 63.79598, 111.7201
5002, 67.47173, 110.5494
5003, 67.15867, 103.8433
5004, 70.38311, 159.9758
5005, 66.68444, 130.2472
5006, 66.66715, 123.7624
5007, 66.82297, 125.297
5008, 66.6039, 122.711
5009, 70.88882, 160.0364
5010, 70.28146, 131.6777
5011, 68.61527, 124.199
5012, 68.94252, 122.5949
5013, 70.00817, 143.777
5014, 63.92219, 106.1497
5015, 68.18982, 135.6658
5016, 66.93297, 112.8116
5017, 67.12819, 118.7819
5018, 67.29436, 119.1211
5019, 70.49073, 121.0715
5020, 66.8532, 113.7029
5021, 68.51902, 116.3811
5022, 68.68968, 128.0095
5023, 67.64082, 116.0115
5024, 68.69251, 133.2729
5025, 67.6248, 127.7888
5026, 68.8846, 123.8782
5027, 69.76061, 139.5499
5028, 67.56118, 126.6252
5029, 69.78513, 141.3982
5030, 70.21612, 151.0506
5031, 66.27644, 126.0282
5032, 67.40846, 148.4483
5033, 68.20932, 129.2407
5034, 65.79974, 132.286
5035, 64.49618, 106.4894
5036, 65.69093, 125.0984
5037, 68.48055, 130.2433
5038, 66.17897, 123.5842
5039, 63.55273, 101.2994
5040, 67.68025, 118.3701
5041, 65.4426, 109.8414
5042, 67.53819, 131.1827
5043, 67.20388, 125.2316
5044, 65.10901, 131.8946
5045, 67.71775, 116.0773
5046, 66.27965, 98.28455
5047, 71.03656, 127.6602
5048, 69.39922, 134.0168
5049, 67.60067, 123.7417
5050, 69.41439, 125.4915
5051, 67.06842, 135.2419
5052, 68.06961, 122.0361
5053, 63.88211, 117.4632
5054, 65.9194, 120.1212
5055, 70.23642, 124.4872
5056, 63.84676, 116.313
5057, 68.9074, 121.8405
5058, 64.0135, 126.9209
5059, 67.36541, 111.5266
5060, 69.06481, 132.1843
5061, 67.06091, 131.9966
5062, 68.71498, 118.7562
5063, 70.10334, 138.9367
5064, 70.90589, 132.6605
5065, 66.77943, 117.0903
5066, 69.55338, 121.8668
5067, 68.45538, 128.6212
5068, 68.10538, 130.0686
5069, 64.46289, 109.0084
5070, 67.78582, 110.3563
5071, 65.82491, 126.3494
5072, 66.22711, 130.879
5073, 65.4258, 130.8643
5074, 69.33268, 123.4765
5075, 65.30644, 111.1681
5076, 70.66767, 151.1334
5077, 67.86539, 127.2278
5078, 65.68213, 114.755
5079, 66.27532, 131.1304
5080, 64.15129, 117.3512
5081, 68.93691, 126.7825
5082, 66.77623, 130.4524
5083, 68.66098, 110.209
5084, 66.03851, 120.0319
5085, 71.34562, 131.9006
5086, 66.26107, 118.9925
5087, 70.96703, 136.5441
5088, 65.92505, 114.2363
5089, 66.47783, 119.0131
5090, 68.65041, 144.86
5091, 68.22052, 130.8069
5092, 69.53697, 144.8661
5093, 71.31389, 130.7968
5094, 68.65623, 138.8268
5095, 63.90685, 130.0556
5096, 69.54723, 124.231
5097, 63.83536, 119.8695
5098, 69.43228, 110.2776
5099, 68.8923, 127.6997
5100, 65.97989, 142.5486
5101, 73.25816, 157.0989
5102, 65.69314, 138.5876
5103, 69.95721, 128.1607
5104, 69.93565, 130.3446
5105, 67.55601, 119.1028
5106, 67.47638, 115.6698
5107, 69.05674, 128.3985
5108, 68.54497, 136.1737
5109, 70.44462, 116.6906
5110, 67.11656, 131.4909
5111, 67.60673, 115.494
5112, 67.76797, 116.0487
5113, 64.22799, 116.596
5114, 67.64933, 138.6958
5115, 66.94828, 126.0413
5116, 68.83697, 145.686
5117, 69.03861, 128.7906
5118, 67.88536, 142.1595
5119, 69.15298, 138.9115
5120, 65.76655, 122.0769
5121, 66.41848, 119.0393
5122, 69.98636, 136.7085
5123, 69.33663, 124.8379
5124, 68.14856, 129.218
5125, 69.61056, 124.5365
5126, 70.24424, 132.7187
5127, 64.66037, 110.1455
5128, 67.14089, 132.4193
5129, 66.55536, 120.6308
5130, 67.02821, 134.6226
5131, 66.61015, 131.3866
5132, 67.87365, 134.9717
5133, 68.48489, 121.162
5134, 71.46727, 146.1977
5135, 67.52509, 130.7501
5136, 69.14416, 123.9601
5137, 66.34347, 105.9251
5138, 68.8517, 147.2738
5139, 66.59398, 128.4305
5140, 68.79421, 116.2545
5141, 65.60404, 128.8795
5142, 69.60759, 124.4609
5143, 71.79002, 131.1114
5144, 65.39644, 133.017
5145, 68.186, 123.0559
5146, 70.64194, 128.8506
5147, 69.27806, 146.6325
5148, 65.41192, 125.2607
5149, 69.74131, 135.9477
5150, 69.68791, 149.0918
5151, 67.61616, 129.9896
5152, 65.33279, 115.5896
5153, 68.09827, 122.5938
5154, 67.78589, 130.5478
5155, 66.37325, 110.4683
5156, 70.70383, 147.9488
5157, 67.77536, 135.435
5158, 70.16781, 132.2276
5159, 65.08294, 124.8522
5160, 68.09864, 139.5397
5161, 69.72378, 127.9841
5162, 66.10587, 129.5105
5163, 68.81614, 128.4016
5164, 66.34879, 136.5927
5165, 68.85181, 131.0471
5166, 67.88949, 135.8495
5167, 67.3565, 124.7415
5168, 67.87392, 123.9916
5169, 67.82355, 120.0348
5170, 68.93013, 119.6138
5171, 66.72655, 104.4695
5172, 69.96413, 141.4657
5173, 70.92472, 133.859
5174, 68.15966, 130.2032
5175, 65.71158, 120.7602
5176, 66.88241, 116.1838
5177, 67.87445, 129.3543
5178, 69.77941, 140.2507
5179, 65.39579, 114.7891
5180, 70.51058, 117.7705
5181, 66.56644, 121.7629
5182, 68.74163, 146.386
5183, 68.50865, 142.5118
5184, 67.86683, 136.538
5185, 65.68959, 108.1989
5186, 68.1756, 126.6541
5187, 67.27204, 128.769
5188, 65.3007, 130.2829
5189, 68.37952, 126.2574
5190, 70.39798, 119.4655
5191, 65.3603, 112.0012
5192, 68.8706, 129.9499
5193, 66.21022, 116.362
5194, 68.94788, 142.8095
5195, 68.04951, 123.9961
5196, 66.09906, 118.4749
5197, 65.89673, 138.4134
5198, 67.19993, 111.4001
5199, 69.40899, 105.0894
5200, 69.07487, 129.1519
5201, 67.65384, 120.3397
5202, 68.48956, 120.7475
5203, 68.34723, 124.124
5204, 69.67407, 140.3264
5205, 65.19464, 119.1674
5206, 69.81691, 139.3101
5207, 64.26605, 115.7719
5208, 68.77984, 128.1583
5209, 64.94194, 119.9868
5210, 69.40853, 136.2726
5211, 66.60982, 120.7165
5212, 68.74031, 143.4148
5213, 72.8443, 146.7131
5214, 65.56742, 114.1088
5215, 67.30672, 119.2437
5216, 67.87438, 129.1951
5217, 67.37272, 110.0987
5218, 68.52976, 132.8156
5219, 67.2006, 120.7292
5220, 71.326, 133.6295
5221, 66.99797, 113.5302
5222, 70.15071, 144.6167
5223, 67.56198, 111.4511
5224, 67.84632, 131.1354
5225, 67.99597, 124.7397
5226, 71.45949, 136.4103
5227, 65.98938, 133.9456
5228, 70.30094, 148.0703
5229, 69.63548, 118.8671
5230, 68.12716, 130.0225
5231, 67.19533, 117.8517
5232, 69.96297, 131.029
5233, 70.75433, 139.7372
5234, 64.90027, 99.29265
5235, 67.53863, 122.6701
5236, 66.93918, 112.5864
5237, 66.74599, 114.6931
5238, 67.53267, 124.3523
5239, 67.03579, 113.4992
5240, 66.19745, 119.4549
5241, 66.16514, 116.2537
5242, 70.4784, 141.2563
5243, 66.71437, 112.926
5244, 67.52916, 120.8297
5245, 70.87923, 144.9908
5246, 70.87713, 120.3404
5247, 62.52373, 101.0402
5248, 67.78636, 136.2587
5249, 67.1394, 121.6793
5250, 67.39241, 124.8535
5251, 65.87821, 127.8471
5252, 66.55073, 137.5442
5253, 65.77153, 103.9089
5254, 67.98557, 141.2212
5255, 66.84341, 115.4613
5256, 69.21199, 128.5016
5257, 66.35945, 122.8733
5258, 69.23369, 130.3051
5259, 68.82616, 133.9048
5260, 69.36336, 139.0361
5261, 70.20959, 134.7929
5262, 68.15011, 136.8965
5263, 68.06755, 112.9757
5264, 66.61783, 113.0753
5265, 66.84021, 131.2762
5266, 70.60805, 145.9398
5267, 70.98349, 143.2473
5268, 68.09578, 136.2662
5269, 68.63828, 134.4078
5270, 69.50947, 135.2759
5271, 67.27908, 118.9625
5272, 67.62248, 106.5357
5273, 65.98498, 124.1788
5274, 70.60025, 143.1552
5275, 65.18921, 118.4354
5276, 66.32422, 120.6698
5277, 67.62091, 136.1237
5278, 69.19727, 113.7928
5279, 66.1129, 124.6016
5280, 68.12418, 133.7479
